submitted_item	validated_id	current_symbol
CG8839	FBgn0033717	CG8839
CG8841	FBgn0033713	CG8841
CG8892	FBgn0031664	CG8892
CG8963	FBgn0034181	CG8963
CG8979	FBgn0033669	PI31
CG9135	FBgn0031769	CG9135
CG9149	FBgn0035203	CG9149
CG9203	FBgn0267977	mh
CG9231	FBgn0036887	CG9231
CG9311	FBgn0036448	mop
CG9376	FBgn0036893	PIG-F
CG9485	FBgn0034618	CG9485
CG9547	FBgn0031824	CG9547
CG9578	FBgn0031094	CG9578
CG9772	FBgn0037236	Skp2
CG9836	FBgn0037637	IscU
CG9911	FBgn0030734	CG9911
CG9940	FBgn0030512	Nadsyn
chb	FBgn0021760	chb
Chit	FBgn0013763	Idgf6
Chrac-14	FBgn0043002	Chrac-14
Cks30A	FBgn0010314	Cks30A
Clp	FBgn0015621	Clp
Clp	FBtp0039571	P{Csp[Clp]}
cmet	FBgn0040232	cmet
coro	FBgn0265935	coro
Cp1	FBgn0013770	Cp1
Crk	FBgn0024811	Crk
crq	FBgn0015924	crq
CSN5	FBgn0027053	CSN5
csw	FBgn0000382	csw
CtBP	FBgn0020496	CtBP
cul-2	FBgn0032956	Cul2
cul-5	FBgn0039632	Cul5
cup	FBgn0000392	cup
cup	FBgn0051858	t-cup
CycH	FBgn0022936	CycH
Det	FBgn0264291	Det
Df31	FBgn0022893	Df31
dgt2	FBgn0032390	dgt2
dgt3	FBgn0034569	dgt3
dgt4	FBgn0026085	dgt4
dgt5	FBgn0033740	dgt5
dgt6	FBgn0039638	dgt6
Dlc90F	FBgn0024432	Dlc90F
dl	FBgn0260632	dl
dl	FBgn0000463	Dl
dl	FBgn0005023	dpl
dlt	FBgn0024510	dlt
dlt	FBgn0067864	Patj
DNApol-alpha180	FBgn0259113	DNApol-alpha180
DNApol-alpha50	FBgn0011762	DNApol-alpha50
DNApol-alpha60	FBgn0259676	DNApol-alpha60
DNApol-epsilon	FBgn0264326	DNApol-epsilon255
DNApol-epsilon	FBgn0035644	DNApol-epsilon58
dNAT1	FBgn0010488	NAT1
Dox-A2	FBgn0261396	Rpn3
dpa	FBgn0015929	dpa
dre4	FBgn0002183	dre4
drk	FBgn0004638	drk
dUTPase	FBgn0250837	dUTPase
eap	FBgn0052099	CG32099
ecd	FBgn0000543	ecd
EDTP	FBgn0027506	EDTP
endoB	FBgn0034433	EndoB
Eno	FBgn0000579	Eno
ESTS:172F5T	FBgn0014417	CG13397
Fdh	FBgn0011768	Fdh
Fen1	FBgn0025832	Fen1
for	FBgn0000721	for
fs(1)Ya	FBgn0000927	fs(1)Ya
Fs(2)Ket	FBgn0262743	Fs(2)Ket
fzy	FBgn0001086	fzy
gammaTub23C	FBgn0260639	gammaTub23C
gammaTub37C	FBgn0010097	gammaTub37C
Gclc	FBgn0040319	Gclc
Ge-1	FBgn0283682	Ge-1
Gga	FBgn0030141	Gga
gkt	FBgn0260817	gkt
GlyP	FBgn0004507	GlyP
Gnf1	FBgn0004913	Gnf1
Got2	FBgn0001125	Got2
Got2	FBgn0001124	Got1
Grip163	FBgn0026432	Grip163
Grip84	FBgn0026430	Grip84
GstD1	FBgn0001149	GstD1
GstE6	FBgn0063494	GstE6
GstE7	FBgn0063493	GstE7
GstS1	FBgn0010226	GstS1
homer	FBgn0025777	homer
Ho	FBgn0037933	Ho
Ho	FBgn0003211	rbl
Hrs	FBgn0031450	Hrs
Hsp27	FBgn0001226	Hsp27
ial	FBgn0024227	aurB
Idgf4	FBgn0026415	Idgf4
Irbp	FBgn0011774	Irbp
Jafrac1	FBgn0040309	Jafrac1
Jheh1	FBgn0010053	Jheh1
Khc	FBgn0001308	Khc
Klp10A	FBgn0030268	Klp10A
Klp3A	FBgn0011606	Klp3A
Klp61F	FBgn0004378	Klp61F
l(1)dd4	FBgn0001612	Grip91
l(1)G0334	FBgn0028325	Pdha
l(1)G0334	FBal0100317	Pdha[G0334]
Lam	FBgn0002525	Lam
Lam	FBgn0002526	LanA
lds	FBgn0002542	lds
lic	FBgn0261524	lic
lqf	FBgn0028582	lqf
ltd	FBgn0002567	Rab32
ltd	FBal0044150	Rab32[unspecified]
Marcal1	FBgn0031655	Marcal1
mats	FBgn0038965	mats
Max	FBgn0017578	Max
Mbs	FBgn0005536	Mbs
Mcm2	FBgn0014861	Mcm2
Mcm3	FBgn0284442	Mcm3
Mcm5	FBgn0017577	Mcm5
Mcm6	FBgn0025815	Mcm6
Mcm7	FBgn0020633	Mcm7
MED11	FBgn0036811	MED11
MED17	FBgn0038578	MED17
MED18	FBgn0026873	MED18
MED31	FBgn0037262	MED31
Mlf	FBgn0034051	Mlf
Msh6	FBgn0036486	Msh6
msps	FBgn0027948	msps
Mtp	FBgn0266369	Mtp
mts	FBgn0004177	mts
mts	FBtp0052547	P{TRiP.JF02805}
mub	FBgn0262737	mub
mud	FBgn0002873	mud
mud	FBgn0002874	mudl
mus101	FBgn0002878	mus101
mus209	FBgn0005655	PCNA
mus308	FBgn0002905	DNApol-theta
mus309	FBgn0002906	Blm
muskelin	FBgn0033757	muskelin
ncd	FBgn0002924	ncd
ncd	FBal0012910	ncd[1]
ncd	FBal0012911	ncd[2]
Nipped-A	FBgn0053554	Nipped-A
nocturnin	FBgn0261808	cu
Nup107	FBgn0027868	Nup107
Nup154	FBgn0021761	Nup154
Orc2	FBgn0015270	Orc2
Orc4	FBgn0023181	Orc4
Orc6	FBgn0023180	Orc6
Ote	FBgn0266420	Ote
p38b	FBgn0024846	p38b
par-6	FBgn0026192	par-6
pds5	FBgn0260012	pds5
Pen	FBgn0267727	Pen
Pfk	FBgn0003071	Pfk
Pfk	FBgn0035405	CG15812
Pgi	FBgn0003074	Pgi
Pgk	FBgn0250906	Pgk
Pka-R2	FBgn0022382	Pka-R2
plexA	FBgn0025741	PlexA
plu	FBgn0003114	plu
Pmi	FBgn0044419	Pmi
png	FBgn0000826	png
png	FBgn0003118	pnt
poe	FBgn0011230	poe
polo	FBgn0003124	polo
Pomp	FBgn0032884	Pomp
Pp2A-29B	FBgn0260439	Pp2A-29B
PPP4R2r	FBgn0030208	PPP4R2r
primo-1	FBgn0040077	primo-1
Pros54	FBgn0015283	Rpn10
Prosbeta2	FBgn0023174	Prosbeta2
pxt	FBgn0261987	Pxt
Rab4	FBgn0016701	Rab4
Rad17	FBgn0025808	Rad17
rad50	FBgn0034728	rad50
Ranbp11	FBgn0284254	Impbeta11
RanBPM	FBgn0262114	RanBPM
Rca1	FBgn0017551	Rca1
RecQ4	FBgn0040290	RecQ4
RfC38	FBgn0028700	RfC38
RfC3	FBgn0032244	RfC3
rhea	FBgn0260442	rhea
rhea	FBgn0035909	ergic53
RhoGAP68F	FBgn0036257	RhoGAP68F
RhoGDI	FBgn0036921	RhoGDI
ric8a	FBgn0028292	ric8a
rig	FBgn0250850	rig
rig	FBgn0066329	rigel
Ripalpha	FBgn0032189	Ripalpha
Roc1a	FBgn0025638	Roc1a
rok	FBgn0026181	Rok
RPA2	FBgn0032906	RPA2
RPA2	FBgn0002593	RpLP1
RpA-70	FBgn0010173	RpA-70
Rpt1	FBgn0028687	Rpt1
Rrp1	FBgn0004584	Rrp1
S6k	FBgn0283472	S6k
SA	FBgn0020616	SA
SA	FBgn0030310	PGRP-SA
scaf6	FBgn0261872	scaf6
Scp1	FBgn0020908	Scp1
simj	FBgn0010762	simj
skd	FBgn0003415	skd
sle	FBgn0037810	sle
slmb	FBgn0283468	slmb
SMC1	FBgn0040283	SMC1
SMC2	FBgn0027783	SMC2
SNF1A	FBgn0023169	AMPKalpha
SP1029	FBgn0263236	SP1029
spag	FBgn0015544	spag
spd-2	FBgn0027500	spd-2
spel1	FBgn0015546	spel1
Sply	FBgn0010591	Sply
Spn5	FBgn0028984	Spn88Ea
Sptr	FBgn0014032	Sptr
SRPK	FBgn0286813	SRPK
SRPK	FBgn0025702	Srpk79D
ssp1	FBgn0260986	mei-38
Ssrp	FBgn0010278	Ssrp
stai	FBgn0266521	stai
stai	FBgn0032006	Pvr
Stam	FBgn0027363	Stam
sub	FBgn0003545	sub
Su(fu)	FBgn0005355	Su(fu)
Syx13	FBgn0036341	Syx13
Syx7	FBgn0267849	Syx7
Syx8	FBgn0036643	Syx8
Tango6	FBgn0032728	Tango6
TepIV	FBgn0041180	Tep4
Tfb1	FBgn0033929	Tfb1
timeout	FBgn0038118	timeout
toc	FBgn0015600	toc
Tpi	FBgn0086355	Tpi
tsr	FBgn0011726	tsr
tsr	FBgn0010258	Rbp4
Ts	FBgn0024920	Ts
tws	FBgn0004889	tws
tws	FBtp0050947	P{TRiP.JF03141}
Uba2	FBgn0029113	Uba2
UbcD10	FBgn0026316	Ubc10
UbcD4	FBgn0015321	Ubc4
Uch	FBgn0010288	Uch
Ufd1-like	FBgn0036136	Ufd1-like
Unr	FBgn0263352	Unr
Usp7	FBgn0030366	Usp7
Vha100-1	FBgn0028671	Vha100-1
Vha26	FBgn0283535	Vha26
Vha26	FBgn0028662	VhaPPA1-1
Vha44	FBgn0262511	Vha44
Vha68-2	FBgn0263598	Vha68-2
VhaSFD	FBgn0027779	VhaSFD
vih	FBgn0264848	vih
Vinc	FBgn0004397	Vinc
Vps28	FBgn0021814	Vps28
waw	FBgn0024182	waw
yl	FBgn0004649	yl
zwilch	FBgn0061476	Zwilch
