submitted_item	validated_id	current_symbol
CG1444	FBgn0029975	spidey
CG14544	FBgn0039407	CG14544
CG14804	FBgn0014411	Vps26
CG15019	FBgn0035541	CG15019
CG15067	FBgn0034331	BomBc2
CG15141	FBgn0032635	CG15141
CG15618	FBgn0031077	THADA
CG1575	FBgn0029999	CG1575
CG1671	FBgn0033454	CG1671
CG17202	FBgn0038043	CG17202
CG17514	FBgn0287182	l(3)80Fj
CG17549	FBgn0032774	CG17549
CG17711	FBgn0031360	CG31937
CG18178	FBgn0036035	CG18178
CG1832	FBgn0032979	Clamp
CG18547	FBgn0037973	CG18547
CG18596	FBgn0038953	CG18596
CG18600	FBgn0038601	CG18600
CG2093	FBgn0033194	Vps13
CG2158	FBgn0033264	Nup50
CG2233	FBgn0029990	CG2233
CG2310	FBgn0039665	CG2310
Cg25C	FBgn0000299	Col4a1
CG2614	FBgn0032873	CG2614
CG2691	FBgn0030504	CG2691
CG2972	FBgn0030177	CG2972
CG30291	FBgn0050291	CG30291
CG30349	FBgn0050349	CG30349
CG30373	FBgn0050373	CG30373
CG3074	FBgn0034709	Swim
CG31869	FBgn0051869	CG31869
CG32243	FBgn0052243	CG32243
CG32409	FBgn0052409	CG32409
CG3246	FBgn0031538	CG3246
CG32699	FBgn0052699	LPCAT
CG32708	FBgn0052708	CG32708
CG32795	FBgn0040384	CG32795
CG33217	FBgn0053217	CG33217
CG34159	FBgn0085188	CG34159
CG3523	FBgn0283427	FASN1
CG3527	FBgn0029714	CG3527
CG3756	FBgn0031657	CG3756
CG3808	FBgn0036838	CG3808
CG3983	FBgn0038473	Ns1
CG40042	FBgn0267976	Tim23
CG4045	FBgn0025629	CG4045
CG4045	FBgn0085397	Fili
CG42358	FBgn0259704	Nsun5
CG4502	FBgn0031896	CG4502
CG4538	FBgn0038745	ClpX
CG4612	FBgn0035016	CG4612
CG4619	FBgn0032166	CG4619
CG4699	FBgn0262527	nsl1
CG4771	FBgn0263143	vret
CG5018	FBgn0263605	l(3)72Dn
CG5112	FBgn0039341	CG5112
CG5147	FBgn0036775	RpIIIC53
CG5167	FBgn0038038	Sccpdh2
CG5317	FBgn0032404	RpL7-like
CG5380	FBgn0038951	CG5380
CG5604	FBgn0032208	Ufd4
CG5728	FBgn0039182	CG5728
CG5798	FBgn0038862	Usp8
CG5823	FBgn0038515	CG5823
CG5854	FBgn0039130	CG5854
CG5970	FBgn0033842	cbc
CG6259	FBgn0036740	Vps60
CG6359	FBgn0038065	Snx3
CG6418	FBgn0036104	CG6418
CG6428	FBgn0029689	CG6428
CG6550	FBgn0034214	CG6550
CG6621	FBgn0037855	CG6621
CG6704	FBgn0033887	St4
CG6724	FBgn0032298	CG6724
CG6812	FBgn0036843	Sfxn2
CG6876	FBgn0036487	Prp31
CG6937	FBgn0038989	CG6937
CG6994	FBgn0052343	Atac3
CG6994	FBgn0052344	CG32344
CG7065	FBgn0030091	CG7065
CG7182	FBgn0035878	CG7182
CG7208	FBgn0038575	CG7208
CG7246	FBgn0030081	CG7246
CG7338	FBgn0037073	Tsr1
CG7382	FBgn0031708	CG7382
CG7441	FBgn0036763	TrpRS-m
CG7597	FBgn0037093	Cdk12
CG7638	FBgn0036133	CG7638
CG7686	FBgn0027525	LTV1
CG7728	FBgn0036686	CG7728
CG7830	FBgn0032015	Ostgamma
CG7839	FBgn0036124	CG7839
CG7845	FBgn0284246	l(2)k09848
CG7872	FBgn0030658	CG7872
CG7878	FBgn0037549	CG7878
CG7949	FBgn0036107	galla-2
CG7993	FBgn0038585	Non3
CG8064	FBgn0038597	CG8064
CG8092	FBgn0033998	row
CG8228	FBgn0261049	Vps45
CG8233	FBgn0033897	Rcd1
CG8303	FBgn0034143	CG8303
CG8320	FBgn0034059	CG8320
CG8368	FBgn0286051	Rexo5
CG8414	FBgn0034073	CG8414
CG8443	FBgn0034087	clu
CG8743	FBgn0262516	Trpml
CG8801	FBgn0028473	Non1
CG8830	FBgn0033738	DUBAI
CG8920	FBgn0027529	tapas
CG9063	FBgn0028500	Rich
CG9143	FBgn0034496	CG9143
CG9246	FBgn0032925	CG9246
CG9253	FBgn0032919	CG9253
CG9300	FBgn0036886	CG9300
CG9422	FBgn0033092	Rpp25
CG9596	FBgn0031832	CG9596
CG9797	FBgn0037621	M1BP
CG9798	FBgn0051523	CG31523
CG9798	FBgn0051522	CG31522
CG9921	FBgn0030743	CG9921
CG9977	FBgn0035371	AhcyL1
cg	FBgn0000289	cg
Chro	FBgn0044324	Chro
CkIalpha	FBgn0015024	CkIalpha
Cnx99A	FBgn0015622	Cnx99A
comt	FBgn0000346	comt
Cp190	FBgn0000283	Cp190
Cpr	FBgn0015623	Cpr
CREG	FBgn0025456	CREG
Csl4	FBgn0032346	Csl4
CycA	FBgn0000404	CycA
Cyp4s3	FBgn0030615	Cyp4s3
D1	FBgn0000412	D1
D1	FBab0026852	Df(3L)HnD-1
D1	FBgn0000463	Dl
D1	FBgn0020608	anon-12Db
D1	FBgn0025009	E(tkv)D1
D1	FBgn0001149	GstD1
D1	FBgn0001977	CIAPIN1
D1	FBal0012578	mul[3]
D1	FBal0012636	mus301[D1]
D1	FBal0015270	Scm[D1]
D1	FBal0017847	vas[3]
D1	FBal0090703	E(tkv)D1[D1]
D1	FBal0097226	Mhc[D1]
D1	FBal0102527	eRF1[D1]
D1	FBal0119483	Gad1[E143K]
D1	FBal0190368	Desat1[1573-D1]
D1	FBtp0093204	P{eve-lacZ.D1}
Dbp73D	FBgn0004556	Dbp73D
Dcr-2	FBgn0034246	Dcr-2
Dcr-2	FBtp0036672	P{UAS-Dcr-2.D}
desat1	FBgn0086687	Desat1
dgt1	FBgn0039710	dgt1
Dhh1	FBgn0011802	Gem3
didum	FBgn0261397	didum
Dp1	FBgn0027835	Dp1
Dp1	FBgn0011763	Dp
Dp	FBgn0011763	Dp
Dp	FBab0024254	Ts(YLt;3Lt)A109+Ts(YSt;3Rt)G144
Dp	FBab0024256	Ts(YLt;3Lt)A154+Ts(YLt;3Rt)J17
Dp	FBab0024260	Ts(YLt;3Lt)B155+Ts(YLt;3Rt)J17
Dp	FBab0024269	Ts(YLt;3Rt)L132+Ts(YLt;3Lt)L136
Dp	FBab0024280	Ts(YSt;3Lt)D85+Ts(YSt;3Rt)L136
Dp	FBab0024282	Ts(YSt;3Rt)A109+Ts(YLt;3Lt)L136
Dp	FBab0024284	Ts(YSt;3Rt)A109+Ts(YSt;3Lt)D85
Dp	FBab0024285	Ts(YSt;3Rt)A154+Ts(YLt;3Lt)B155
Dp	FBab0024286	Ts(YSt;3Rt)A154+Ts(YLt;3Lt)G144
Dp	FBab0024288	Ts(YSt;3Rt)A154+Ts(YSt;3Lt)L132
Dp	FBab0024289	Ts(YSt;3Rt)B155+Ts(YLt;3Lt)G144
Dp	FBab0024291	Ts(YSt;3Rt)B155+Ts(YSt;3Lt)L132
Dp	FBab0024292	Ts(YSt;3Rt)G144+Ts(YLt;3Lt)L136
Dp	FBab0024293	Ts(YSt;3Rt)G144+Ts(YSt;3Lt)L132
Dp	FBgn0011766	E2f1
Dp	FBgn0053196	dpy
Dp	FBal0003107	Dr[1]
Dsp1	FBgn0278608	Dsp1
Ef1beta	FBgn0028737	eEF1beta
EG:65F1.1	FBgn0024983	CG4293
eIF4AIII	FBgn0037573	CG7483
FK506-bp1	FBgn0013269	Fkbp39
fu12	FBgn0026718	Agpat2
growl	FBgn0263594	lost
hkl	FBgn0263198	Acn
HmgZ	FBgn0010228	HmgZ
Hmu	FBgn0015737	Hmu
hoip	FBgn0286786	hoip
Hrb27C	FBgn0004838	Hrb27C
Hrb98DE	FBgn0001215	Hrb98DE
Hsp70Ab	FBgn0013276	Hsp70Ab
ik2	FBgn0086657	IKKepsilon
Inos	FBgn0025885	Inos
Ip259	FBgn0025366	Ip259
jagn	FBgn0037374	jagn
jar	FBgn0011225	jar
Jupiter	FBgn0051363	Jupiter
Kap-alpha3	FBgn0027338	Kap-alpha3
Kr-h2	FBgn0266449	Kr-h2
kz	FBgn0001330	kz
l(1)1Bi	FBgn0001341	Mybbp1A
l(1)G0004	FBgn0027334	l(1)G0004
l(1)G0004	FBal0098227	l(1)G0004[G0004]
l(1)G0020	FBgn0027330	l(1)G0020
l(1)G0020	FBal0098223	l(1)G0020[G0020]
l(1)G0269	FBgn0029067	Dd
l(1)G0269	FBal0102645	Dd[G0269]
l(1)G0431	FBgn0266284	Ns3
l(2)35Df	FBgn0001986	Mtr4
l(2)k14710	FBgn0021847	Ttc7
l(2)k14710	FBal0064095	Ttc7[k14710]
LanB1	FBgn0261800	LanB1
LanB2	FBgn0267348	LanB2
lark	FBgn0011640	lark
LBR	FBgn0034657	LBR
M(2)21AB	FBgn0005278	Sam-S
mael	FBgn0016034	mael
mdy	FBgn0004797	mdy
mei-41	FBgn0004367	mei-41
mei-41	FBal0012150	mei-41[1]
mei-41	FBal0098697	mei-41[unspecified]
Miro	FBgn0039140	Miro
mle	FBgn0002774	mle
mle	FBal0012332	mle[1]
Mob4	FBgn0259483	Mob4
msn	FBgn0010909	msn
Myt1	FBgn0040298	Myt1
ndl	FBgn0002926	ndl
Nelf-E	FBgn0017430	Nelf-E
Ngp	FBgn0034243	Ns2
NHP2	FBgn0029148	NHP2
Nmd3	FBgn0023542	Nmd3
Nmdmc	FBgn0010222	Nmdmc
nonA	FBgn0004227	nonA
nop5	FBgn0026196	nop5
Nopp140	FBgn0037137	Nopp140
nrv2	FBgn0015777	nrv2
nrv2	FBtp0011547	P{nrv2-GAL4.S}
Osbp	FBgn0020626	Osbp
p24-1	FBgn0030341	p24-1
Pabp2	FBgn0005648	Pabp2
Pak3	FBgn0044826	Pak3
path	FBgn0036007	path
Pax	FBgn0041789	Pax
pen	FBgn0267727	Pen
pen	FBgn0020260	peo
pen	FBgn0020790	pyg
pen	FBgn0015527	peng
Pep	FBgn0004401	Pep
pit	FBgn0266581	pit
pix	FBgn0086706	pix
pix	FBgn0015803	RtGEF
ppan	FBgn0010770	ppan
Ppn	FBgn0003137	Ppn
pzg	FBgn0259785	pzg
Qm	FBgn0024733	RpL10
Qm	FBgn0019662	qm
qua	FBgn0003187	qua
r2d2	FBgn0031951	r2d2
Rack1	FBgn0020618	Rack1
Rad23	FBgn0026777	Rad23
Ranbp21	FBgn0031051	Ranbp21
Rbm13	FBgn0030067	Rbm13
rg	FBgn0266098	rg
Rnp4F	FBgn0014024	Rnp4F
RpI135	FBgn0003278	RpI135
RpI1	FBgn0019938	RpI1
RpL10Ab	FBgn0036213	RpL10Ab
RpL12	FBgn0034968	RpL12
RpL18A	FBgn0010409	RpL18A
RpL22	FBgn0015288	RpL22
RpL23	FBgn0010078	RpL23
RpL23	FBgn0261678	M(2)59B
RpL26	FBgn0036825	RpL26
RpL28	FBgn0035422	RpL28
RpL32	FBgn0002626	RpL32
RpL35	FBgn0029785	RpL35
RpL38	FBgn0040007	RpL38
RpL4	FBgn0003279	RpL4
RpL5	FBgn0064225	RpL5
RpL7A	FBgn0014026	RpL7A
RpL9	FBgn0015756	RpL9
RpLP1	FBgn0002593	RpLP1
RpLP2	FBgn0003274	RpLP2
RpS15Aa	FBgn0010198	RpS15Aa
RpS18	FBgn0010411	RpS18
RpS18	FBgn0286220	M(2)56F
RpS19a	FBgn0010412	RpS19a
RpS3	FBgn0002622	RpS3
RpS5b	FBgn0038277	RpS5b
RpS6	FBgn0261592	RpS6
scb	FBgn0286785	scb
Sec61alpha	FBgn0086357	Sec61alpha
SEC61G1	unknown ID	-
sec71	FBgn0028538	Sec71
shot	FBgn0013733	shot
shu	FBgn0003401	shu
shu	FBgn0003392	shi
Sin3A	FBgn0022764	Sin3A
SmB	FBgn0262601	SmB
smid	FBgn0016983	smid
SMSr	FBgn0052380	SMSr
sm	FBgn0003435	sm
sm	FBgn0003441	smk
sm	FBal0015761	smk[1]
snama	FBgn0086129	snama
sop	FBgn0001961	Arpc1
sop	FBgn0004867	RpS2
spin	FBgn0086676	spin
spin	FBal0150807	Fas2[spin]
Spn6	FBgn0028983	Spn55B
sqd	FBgn0263396	sqd
Srp68	FBgn0035947	Srp68
SsRbeta	FBgn0011016	SsRbeta
Sucb	FBgn0029118	ScsbetaG
Surf6	FBgn0038746	Surf6
Su(var)205	FBgn0003607	Su(var)205
Su(var)205	FBal0016503	Su(var)205[1]
Sxl	FBgn0264270	Sxl
Tango7	FBgn0033902	eIF3m
Tapdelta	FBgn0021795	Tapdelta
tgo	FBgn0264075	tgo
tmod	FBgn0082582	tmod
Tom70	FBgn0032397	Tom70
Top1	FBgn0004924	Top1
Tpr2	FBgn0032586	Tpr2
trol	FBgn0284408	trol
Tsp66E	FBgn0035936	Tsp66E
ttk	FBgn0003870	ttk
unk	FBgn0004395	unk
Upf3	FBgn0034923	Upf3
Usp36	FBgn0260936	scny
vap	FBgn0003969	vap
vir	FBgn0003977	vir
Zfrp8	FBgn0021875	Zfrp8
zip	FBgn0265434	zip
zip	FBgn0004055	uzip
