submitted_item	validated_id	current_symbol
CG9075	FBgn0001942	eIF4A
CG7597	FBgn0037093	Cdk12
CG10315	FBgn0034858	eIF2Bdelta
CG10473	FBgn0263198	Acn
CG10473	FBgn0263198	Acn
CG17870	FBgn0004907	14-3-3zeta
CG8947	FBgn0250848	26-29-p
CG16720	FBgn0004168	5-HT1A
CG11188	FBgn0031851	Aatf
CG5712	FBgn0040507	ACXD
CG1070	FBgn0261238	Alh
CG1906	FBgn0086361	alph
CG1451	FBgn0015589	Apc
CG6877	FBgn0036813	Atg3
CG9097	FBgn0004870	bab1
CG13425	FBgn0267791	HnRNP-K
CG5529	FBgn0011758	B-H1
CG8276	FBgn0263144	bin3
CG12019	FBgn0011573	Cdc37
CG10011	FBgn0039590	CG10011
CG10083	FBgn0036372	Abp1
CG10101	FBgn0037501	Ir84a
CG10103	FBgn0035715	Ist1
CG10417	FBgn0033021	CG10417
CG10588	FBgn0037037	CG10588
CG11395	FBgn0034200	Gbp2
CG11414	FBgn0035024	CG11414
CG13151	FBgn0033750	CG13151
CG13350	FBgn0033890	Ctf4
CG13907	FBgn0035173	CG13907
CG14184	FBgn0036932	CG14184
CG14446	FBgn0262730	dtn
CG14749	FBgn0033316	Gle1
CG1647	FBgn0039602	CG1647
CG1804	FBgn0039862	kek6
CG18190	FBgn0034403	CG18190
CG18259	FBgn0030956	CG18259
CG18659	FBgn0027561	CG18659
CG1910	FBgn0022349	CG1910
CG2774	FBgn0031534	Snx1
CG30101	FBgn0050101	Vajk4
CG30115	FBgn0050115	GEFmeso
CG32206	FBgn0052206	CG32206
CG32626	FBgn0052626	AMPdeam
CG34356	FBgn0085385	bma
CG3511	FBgn0035027	CG3511
CG42669	FBgn0266696	Svil
CG42748	FBgn0261802	CG42748
CG4912	FBgn0032198	eEF1delta
CG4968	FBgn0032214	CG4968
CG5094	FBgn0032640	Sgt
CG5245	FBgn0038047	CG5245
CG5384	FBgn0032216	Usp14
CG5527	FBgn0039564	Nep7
CG5880	FBgn0039489	CG5880
CG5921	FBgn0029835	CG5921
CG6509	FBgn0032363	Dlg5
CG7565	FBgn0035833	CG7565
CG8209	FBgn0035830	CG8209
CG8909	FBgn0030706	Lrp4
CG9601	FBgn0037578	CG9601
CG9705	FBgn0036661	CG9705
CG9705	FBgn0036661	CG9705
CG9727	FBgn0037445	CG9727
CG11958	FBgn0015622	Cnx99A
CG2207	FBgn0022893	Df31
CG42799	FBgn0261934	dikar
CG10837	FBgn0020660	eIF4B
CG10192	FBgn0260634	eIF4G2
CG10192	FBgn0260634	eIF4G2
CG10192	FBgn0260634	eIF4G2
CG16932	FBgn0035060	Eps-15
CG16932	FBgn0035060	Eps-15
CG4535	FBgn0029174	Fkbp59
CG7004	FBgn0004373	fwd
CG11086	FBgn0033153	Gadd45
CG5520	FBgn0039562	Gp93
CG8384	FBgn0001139	gro
CG3373	FBgn0015737	Hmu
CG2947	FBgn0029676	HIP-R
CG2947	FBgn0029676	HIP-R
CG6603	FBgn0026418	Hsc70Cb
CG4183	FBgn0001225	Hsp26
CG4466	FBgn0001226	Hsp27
CG1274	FBgn0040308	Jafrac2
CG3654	FBgn0036004	Jarid2
CG6217	FBgn0001321	knk
CG8597	FBgn0011640	lark
CG42551	FBgn0261618	larp
CG42551	FBgn0261618	larp
CG32156	FBgn0005536	Mbs
CG7162	FBgn0037109	MED1
CG32464	FBgn0013576	mtd
CG11156	FBgn0002878	mus101
CG17255	FBgn0261710	nocte
CG1721	FBgn0014869	Pglym78
CG2049	FBgn0020621	Pkn
CG8169	FBgn0011660	Pms2
CG4532	FBgn0029903	pod1
CG17291	FBgn0260439	Pp2A-29B
CG7913	FBgn0042693	wrd
CG4904	FBgn0250843	Prosalpha6
CG9181	FBgn0267487	Ptp61F
CG9412	FBgn0015778	rin
CG40494	FBgn0025836	RhoGAP1A
CG4755	FBgn0038747	RhoGAP92B
CG9774	FBgn0026181	Rok
CG9774	FBgn0026181	Rok
CG13349	FBgn0033886	Rpn13
CG18572	FBgn0003189	r
CG6939	FBgn0025802	Sbf
CG6987	FBgn0283477	SF2
CG6369	FBgn0039260	Smg6
CG16725	FBgn0036641	Smn
CG1982	FBgn0024289	Sodh-1
CG4602	FBgn0024285	Srp54
CG31641	FBgn0266521	stai
CG31764	FBgn0043841	vir-1
CG8390	FBgn0259978	vlc
CG4548	FBgn0039338	XNP
CG3994	FBgn0028516	ZnT35C
CG13388	FBgn0027932	Akap200
CG7597	FBgn0037093	Cdk12
CG5330	FBgn0015268	Nap1
CG5505	FBgn0260936	scny
