submitted_item	validated_id	current_symbol
CG5044	FBgn0038326	CG5044
CG5284	FBgn0036566	ClC-c
CG5367	FBgn0032228	CG5367
CG5382	FBgn0038950	CG5382
CG5535	FBgn0036764	CG5535
CG5599	FBgn0030612	CG5599
CG5966	FBgn0029831	CG5966
CG6001	FBgn0261995	CG42813
CG6001	FBgn0051064	CG31064
CG6001	FBgn0261996	CG42814
CG6126	FBgn0038407	CG6126
CG6208	FBgn0266721	gammaSnap2
CG6511	FBgn0035923	CG6511
CG6607	FBgn0039204	CG6607
CG6859	FBgn0036484	Pex3
CG6928	FBgn0036240	CG6928
CG7133	FBgn0037150	CG7133
CG7145	FBgn0037138	P5CDh1
CG7777	FBgn0033635	Prip
CG8029	FBgn0262515	VhaAC45
CG8199	FBgn0037709	CG8199
CG8306	FBgn0034142	CG8306
CG8386	FBgn0034061	Ufc1
CG8552	FBgn0031990	PAPLA1
CG8602	FBgn0035763	mrva
CG8605	FBgn0035762	Rint1
CG8683	FBgn0031985	mon2
CG9053	FBgn0264389	opm
CG9272	FBgn0032907	CG9272
CG9426	FBgn0032485	CG9426
CG9667	FBgn0037550	CG9667
CG9894	FBgn0031453	Bacc
cher	FBgn0014141	cher
Cht2	FBgn0022702	Cht2
Cont	FBgn0037240	Cont
cora	FBgn0010434	cora
Cortactin	FBgn0025865	Cortactin
Cyt-c-p	FBgn0284248	Cyt-c-p
Ent2	FBgn0263916	Ent2
Fim	FBgn0024238	Fim
Fit1	FBgn0035498	Fit1
Flo	FBgn0024754	Flo1
Flo	FBgn0264078	Flo2
fs(1)M3	FBgn0005390	fs(1)M3
fs(1)N	FBgn0004650	fs(1)N
gag	unknown ID	-
GckIII	FBgn0266465	GckIII
Gfat2	FBgn0039580	Gfat2
Golgin84	FBgn0039188	Golgin84
Gpo-1	FBgn0022160	Gpo1
Hex-A	FBgn0001186	Hex-A
His3	FBgn0001199	His3
His3	FBgn0051613	His3:CG31613
His3	FBgn0053866	His3:CG33866
hts	FBgn0263391	hts
Indy	FBgn0036816	Indy
Ir	FBgn0028675	Sur
Ir	FBgn0265042	Irk1
JhI-21	FBgn0028425	JhI-21
kat80	FBgn0040207	kat80
kdn	FBgn0261955	kdn
kdn	FBal0005683	kdn[PC64]
Khc-73	FBgn0019968	Khc-73
l(3)05822	FBgn0010877	l(3)05822
Lac	FBgn0010238	Lac
Lasp	FBgn0063485	Lasp
Lsp1beta	FBgn0002563	Lsp1beta
Lsp2	FBgn0002565	Lsp2
Mcr	FBgn0267488	Mcr
Mfrn	FBgn0039561	mfrn
Mlc-c	FBgn0004687	Mlc-c
mRpL43	FBgn0034893	mRpL43
mtrm	FBgn0010431	mtrm
nahoda	FBgn0034797	nahoda
Nhe3	FBgn0028703	Nhe3
nrv1	FBgn0015776	nrv1
NUCB1	FBgn0052190	NUCB1
Obp99a	FBgn0039678	Obp99a
Obp99b	FBgn0039685	Obp99b
Obp99b	FBgn0039682	Obp99c
Obp99c	FBgn0039682	Obp99c
Obp99c	FBgn0039684	Obp99d
Pcmt	FBgn0086768	Pcmt
pes	FBgn0031969	pes
Pfrx	FBgn0027621	Pfrx
PH4alphaPV	FBgn0051015	PH4alphaPV
Phm	FBgn0283509	Phm
Phm	FBgn0004959	phm
Rap2l	FBgn0283666	Rap2l
ref(2)P	FBgn0003231	ref(2)P
RhoGAP92B	FBgn0038747	RhoGAP92B
RNaseX25	FBgn0010406	RNaseX25
Rtnl1	FBgn0053113	Rtnl1
ScpX	FBgn0015808	ScpX
sec5	FBgn0266670	Sec5
Sec61beta	FBgn0010638	Sec61beta
sgl	FBgn0261445	sgl
slgA	FBgn0003423	slgA
slik	FBgn0035001	Slik
Spn27A	FBgn0028990	Spn27A
Spp	FBgn0031260	Spp
Spp	FBgn0082831	pps
Surf1	FBgn0029117	Surf1
sut1	FBgn0028563	sut1
swa	FBgn0003655	swa
swa	FBgn0000376	crm
swa	FBal0001840	crm[swa]
sws	FBgn0003656	sws
Syb	FBgn0003660	Syb
Syb	FBgn0013342	nSyb
Syx1A	FBgn0013343	Syx1A
Taf4	FBgn0010280	Taf4
TBPH	FBgn0025790	TBPH
TBPH	FBtp0068029	P{UAS-TBPH.R}
Tm1	FBgn0003721	Tm1
tral	FBgn0041775	tral
Treh	FBgn0003748	Treh
tud	FBgn0003891	tud
yki	FBgn0034970	yki
